ID,date,line,schedule,unplanned_stoppages,planned_stoppages,work_station,equipment,failure_type,sub_code,failure_description
08052026 Shift B.xlsmC BMW 420D B-PILLAR_3330,08/05/2026,C BMW 420D B-PILLAR,16:10,30,,MS_130,Quality_Scanner,Quality_Failure,Out_Of_Spec,Pneumatic valve replaced
08052026 Shift B.xlsmC BMW 420D B-PILLAR_3331,08/05/2026,C BMW 420D B-PILLAR,16:38,15,,AS_340,Quality_Scanner,Electrical_Failure,Short_Circuit,Sensor needs calibration
08052026 Shift B.xlsmC BMW 420D B-PILLAR_3332,08/05/2026,C BMW 420D B-PILLAR,16:41,5,,AS_340,Spot_Welder,Quality_Failure,Out_Of_Spec,Replaced worn bearing
08052026 Shift B.xlsmC BMW 420D B-PILLAR_3333,08/05/2026,C BMW 420D B-PILLAR,17:05,15,,AS_320,CNC_Mill,Tooling_Failure,Tool_Worn,Cooling fan failure
08052026 Shift B.xlsmC BMW 420D B-PILLAR_3334,08/05/2026,C BMW 420D B-PILLAR,18:06,,45,,,,,Break
08052026 Shift B.xlsmC BMW 420D B-PILLAR_3335,08/05/2026,C BMW 420D B-PILLAR,18:17,5,,MS_130,Press_Machine,Mechanical_Failure,Belt_Broken,Robot path deviation detected
08052026 Shift B.xlsmC BMW 420D B-PILLAR_3336,08/05/2026,C BMW 420D B-PILLAR,18:23,3,,BS_220,CNC_Mill,Tooling_Failure,Misalignment,Robot path deviation detected
08052026 Shift B.xlsmC BMW 420D B-PILLAR_3337,08/05/2026,C BMW 420D B-PILLAR,18:57,5,,AS_310,Gluing_Robot,Tooling_Failure,Tool_Broken,Tooling required adjustment
08052026 Shift B.xlsmC BMW 420D B-PILLAR_3338,08/05/2026,C BMW 420D B-PILLAR,19:26,15,,AS_340,Riveting_Tool,Material_Failure,Wrong_Material,Wrong material loaded
08052026 Shift B.xlsmC BMW 420D B-PILLAR_3339,08/05/2026,C BMW 420D B-PILLAR,19:32,,20,,,,,Shift_Handover
08052026 Shift B.xlsmC BMW 420D B-PILLAR_3340,08/05/2026,C BMW 420D B-PILLAR,19:34,7,,AS_340,Fixture_Table,Tooling_Failure,Tool_Worn,Operator called maintenance
08052026 Shift B.xlsmC BMW 420D B-PILLAR_3341,08/05/2026,C BMW 420D B-PILLAR,20:08,,15,,,,,Shift_Handover
08052026 Shift B.xlsmC BMW 420D B-PILLAR_3342,08/05/2026,C BMW 420D B-PILLAR,20:24,,30,,,,,Changeover
08052026 Shift B.xlsmC BMW 420D B-PILLAR_3343,08/05/2026,C BMW 420D B-PILLAR,20:29,5,,MS_110,Welding_Robot,Material_Failure,Missing_Component,Software reboot required
08052026 Shift B.xlsmC BMW 420D B-PILLAR_3344,08/05/2026,C BMW 420D B-PILLAR,20:39,3,,BS_220,Spot_Welder,Tooling_Failure,Tool_Broken,Communication error with PLC
08052026 Shift B.xlsmC BMW 420D B-PILLAR_3345,08/05/2026,C BMW 420D B-PILLAR,20:42,2,,WS_420,Welding_Robot,Material_Failure,Bent_Part,Part stuck in fixture
08052026 Shift B.xlsmC BMW 420D B-PILLAR_3346,08/05/2026,C BMW 420D B-PILLAR,20:43,,10,,,,,Tool_Change
08052026 Shift B.xlsmC BMW 420D B-PILLAR_3347,08/05/2026,C BMW 420D B-PILLAR,20:47,5,,WS_410,CNC_Mill,Electrical_Failure,Sensor_Down,Cooling fan failure
08052026 Shift B.xlsmC BMW 420D B-PILLAR_3348,08/05/2026,C BMW 420D B-PILLAR,20:59,10,,BS_210,Quality_Scanner,Electrical_Failure,Short_Circuit,Robot path deviation detected
08052026 Shift B.xlsmC BMW 420D B-PILLAR_3349,08/05/2026,C BMW 420D B-PILLAR,21:19,5,,WS_430,Hydraulic_Press,Tooling_Failure,Tool_Worn,Cooling fan failure
08052026 Shift B.xlsmC BMW 420D B-PILLAR_3350,08/05/2026,C BMW 420D B-PILLAR,21:46,30,,MS_130,Gluing_Robot,Tooling_Failure,Misalignment,Tool changeover took longer than expected
08052026 Shift D.xlsmC MERCEDEZ GLS 580 FRONT AXLE_3351,08/05/2026,C MERCEDEZ GLS 580 FRONT AXLE,16:05,7,,AS_330,Spot_Welder,Quality_Failure,Out_Of_Spec,Spatter buildup on torch
08052026 Shift D.xlsmC MERCEDEZ GLS 580 FRONT AXLE_3352,08/05/2026,C MERCEDEZ GLS 580 FRONT AXLE,16:15,,30,,,,,Break
08052026 Shift D.xlsmC MERCEDEZ GLS 580 FRONT AXLE_3353,08/05/2026,C MERCEDEZ GLS 580 FRONT AXLE,16:30,,15,,,,,Lunch
08052026 Shift D.xlsmC MERCEDEZ GLS 580 FRONT AXLE_3354,08/05/2026,C MERCEDEZ GLS 580 FRONT AXLE,16:32,,15,,,,,Break
08052026 Shift D.xlsmC MERCEDEZ GLS 580 FRONT AXLE_3355,08/05/2026,C MERCEDEZ GLS 580 FRONT AXLE,16:37,,30,,,,,Shift_Handover
08052026 Shift D.xlsmC MERCEDEZ GLS 580 FRONT AXLE_3356,08/05/2026,C MERCEDEZ GLS 580 FRONT AXLE,16:45,2,,AS_340,Quality_Scanner,Welding_Failure,Weld_Porosity,Pneumatic valve replaced
08052026 Shift D.xlsmC MERCEDEZ GLS 580 FRONT AXLE_3357,08/05/2026,C MERCEDEZ GLS 580 FRONT AXLE,17:07,15,,WS_410,Press_Machine,Tooling_Failure,Misalignment,Cable replaced
08052026 Shift D.xlsmC MERCEDEZ GLS 580 FRONT AXLE_3358,08/05/2026,C MERCEDEZ GLS 580 FRONT AXLE,17:09,2,,AS_310,Fixture_Table,Electrical_Failure,PLC_Error,Conveyor belt misaligned
08052026 Shift D.xlsmC MERCEDEZ GLS 580 FRONT AXLE_3359,08/05/2026,C MERCEDEZ GLS 580 FRONT AXLE,18:00,3,,MS_120,CNC_Mill,Quality_Failure,Visual_Defect,Communication error with PLC
08052026 Shift D.xlsmC MERCEDEZ GLS 580 FRONT AXLE_3360,08/05/2026,C MERCEDEZ GLS 580 FRONT AXLE,18:11,,5,,,,,Tool_Change
08052026 Shift D.xlsmC MERCEDEZ GLS 580 FRONT AXLE_3361,08/05/2026,C MERCEDEZ GLS 580 FRONT AXLE,18:20,2,,WS_410,Spot_Welder,Mechanical_Failure,Bearing_Worn,PLC reset performed
08052026 Shift D.xlsmC MERCEDEZ GLS 580 FRONT AXLE_3362,08/05/2026,C MERCEDEZ GLS 580 FRONT AXLE,18:30,7,,BS_220,Gluing_Robot,Material_Failure,Wrong_Part,Part stuck in fixture
08052026 Shift D.xlsmC MERCEDEZ GLS 580 FRONT AXLE_3363,08/05/2026,C MERCEDEZ GLS 580 FRONT AXLE,19:02,7,,BS_220,Hydraulic_Press,Tooling_Failure,Misalignment,Cooling fan failure
08052026 Shift D.xlsmC MERCEDEZ GLS 580 FRONT AXLE_3364,08/05/2026,C MERCEDEZ GLS 580 FRONT AXLE,19:18,,5,,,,,Tool_Change
08052026 Shift D.xlsmC MERCEDEZ GLS 580 FRONT AXLE_3365,08/05/2026,C MERCEDEZ GLS 580 FRONT AXLE,19:20,20,,BS_210,Conveyor_Belt,Electrical_Failure,Short_Circuit,Replaced worn bearing
08052026 Shift D.xlsmC MERCEDEZ GLS 580 FRONT AXLE_3366,08/05/2026,C MERCEDEZ GLS 580 FRONT AXLE,19:24,2,,AS_330,Quality_Scanner,Tooling_Failure,Misalignment,Part stuck in fixture
08052026 Shift D.xlsmC MERCEDEZ GLS 580 FRONT AXLE_3367,08/05/2026,C MERCEDEZ GLS 580 FRONT AXLE,19:27,10,,AS_320,Spot_Welder,Quality_Failure,Visual_Defect,Tool changeover took longer than expected
08052026 Shift D.xlsmC MERCEDEZ GLS 580 FRONT AXLE_3368,08/05/2026,C MERCEDEZ GLS 580 FRONT AXLE,19:44,2,,WS_430,Hydraulic_Press,Material_Failure,Wrong_Part,Conveyor belt misaligned
08052026 Shift D.xlsmC MERCEDEZ GLS 580 FRONT AXLE_3369,08/05/2026,C MERCEDEZ GLS 580 FRONT AXLE,19:52,20,,BS_210,Quality_Scanner,Tooling_Failure,Tool_Worn,Coolant leak detected
08052026 Shift D.xlsmC MERCEDEZ GLS 580 FRONT AXLE_3370,08/05/2026,C MERCEDEZ GLS 580 FRONT AXLE,19:53,3,,MS_130,Spot_Welder,Material_Failure,Bent_Part,Robot path deviation detected
08052026 Shift D.xlsmC MERCEDEZ GLS 580 FRONT AXLE_3371,08/05/2026,C MERCEDEZ GLS 580 FRONT AXLE,20:11,7,,AS_320,Welding_Robot,Mechanical_Failure,Pneumatic_Leak,Robot stopped responding to commands
08052026 Shift D.xlsmC MERCEDEZ GLS 580 FRONT AXLE_3372,08/05/2026,C MERCEDEZ GLS 580 FRONT AXLE,20:18,10,,AS_310,Spot_Welder,Welding_Failure,Burn_Through,Fixture clamp not closing
08052026 Shift D.xlsmC MERCEDEZ GLS 580 FRONT AXLE_3373,08/05/2026,C MERCEDEZ GLS 580 FRONT AXLE,20:27,7,,AS_330,Hydraulic_Press,Material_Failure,Missing_Component,Tooling required adjustment
08052026 Shift D.xlsmC MERCEDEZ GLS 580 FRONT AXLE_3374,08/05/2026,C MERCEDEZ GLS 580 FRONT AXLE,20:39,20,,BS_230,Fixture_Table,Electrical_Failure,Short_Circuit,Operator called maintenance
08052026 Shift D.xlsmC MERCEDEZ GLS 580 FRONT AXLE_3375,08/05/2026,C MERCEDEZ GLS 580 FRONT AXLE,20:46,,5,,,,,Team_Meeting
08052026 Shift D.xlsmC MERCEDEZ GLS 580 FRONT AXLE_3376,08/05/2026,C MERCEDEZ GLS 580 FRONT AXLE,20:54,2,,WS_430,Spot_Welder,Tooling_Failure,Tool_Worn,Communication error with PLC
08052026 Shift D.xlsmC MERCEDEZ GLS 580 FRONT AXLE_3377,08/05/2026,C MERCEDEZ GLS 580 FRONT AXLE,21:02,3,,AS_320,Press_Machine,Mechanical_Failure,Belt_Broken,Communication error with PLC
08052026 Shift D.xlsmC MERCEDEZ GLS 580 FRONT AXLE_3378,08/05/2026,C MERCEDEZ GLS 580 FRONT AXLE,21:32,3,,MS_130,Spot_Welder,Welding_Failure,Cold_Weld,Sensor needs calibration
08052026 Shift D.xlsmC MERCEDEZ GLS 580 FRONT AXLE_3379,08/05/2026,C MERCEDEZ GLS 580 FRONT AXLE,21:45,,20,,,,,Preventive_Maintenance
08052026 Shift D.xlsmC MERCEDEZ GLS 580 FRONT AXLE_3380,08/05/2026,C MERCEDEZ GLS 580 FRONT AXLE,21:51,,15,,,,,Preventive_Maintenance
08052026 Shift D.xlsmC MERCEDEZ GLS 580 FRONT AXLE_3381,08/05/2026,C MERCEDEZ GLS 580 FRONT AXLE,21:59,,10,,,,,Shift_Handover
08052026 Shift D.xlsmC MERCEDEZ GLS 580 FRONT AXLE_3382,08/05/2026,C MERCEDEZ GLS 580 FRONT AXLE,22:30,5,,AS_310,CNC_Mill,Quality_Failure,Visual_Defect,Trainee made the wrong fix
08052026 Shift D.xlsmC MERCEDEZ GLS 580 FRONT AXLE_3383,08/05/2026,C MERCEDEZ GLS 580 FRONT AXLE,22:34,7,,MS_130,Gluing_Robot,Mechanical_Failure,Bearing_Worn,Air pressure dropped below threshold
08052026 Shift D.xlsmC MERCEDEZ GLS 580 FRONT AXLE_3384,08/05/2026,C MERCEDEZ GLS 580 FRONT AXLE,22:42,3,,WS_420,Riveting_Tool,Welding_Failure,Weld_Porosity,Operator called maintenance
08052026 Shift D.xlsmC MERCEDEZ GLS 580 FRONT AXLE_3385,08/05/2026,C MERCEDEZ GLS 580 FRONT AXLE,22:44,3,,MS_120,Spot_Welder,Tooling_Failure,Tool_Broken,Tooling required adjustment
08052026 Shift D.xlsmC MERCEDEZ GLS 580 FRONT AXLE_3386,08/05/2026,C MERCEDEZ GLS 580 FRONT AXLE,22:47,10,,BS_220,Welding_Robot,Welding_Failure,Spatter_Excess,Conveyor belt misaligned
08052026 Shift D.xlsmC MERCEDEZ GLS 580 FRONT AXLE_3387,08/05/2026,C MERCEDEZ GLS 580 FRONT AXLE,22:53,,5,,,,,Changeover
08052026 Shift D.xlsmC MERCEDEZ GLS 580 FRONT AXLE_3388,08/05/2026,C MERCEDEZ GLS 580 FRONT AXLE,22:55,15,,BS_220,Fixture_Table,Electrical_Failure,Short_Circuit,Part stuck in fixture
08052026 Shift D.xlsmC MERCEDEZ GLS 580 FRONT AXLE_3389,08/05/2026,C MERCEDEZ GLS 580 FRONT AXLE,23:07,20,,WS_420,Gluing_Robot,Quality_Failure,Out_Of_Spec,Conveyor belt misaligned
08052026 Shift D.xlsmC MERCEDEZ GLS 580 FRONT AXLE_3390,08/05/2026,C MERCEDEZ GLS 580 FRONT AXLE,23:54,,10,,,,,Break
09012026 Shift A.xlsmCTRL MERCEDEZ GLS 580 C-PILLAR_3391,09/01/2026,CTRL MERCEDEZ GLS 580 C-PILLAR,06:31,3,,WS_410,Riveting_Tool,Welding_Failure,Burn_Through,Quality scanner failed to read
09012026 Shift A.xlsmCTRL MERCEDEZ GLS 580 C-PILLAR_3392,09/01/2026,CTRL MERCEDEZ GLS 580 C-PILLAR,07:10,3,,AS_340,Hydraulic_Press,Welding_Failure,Weld_Crack,Welding wire feeder jammed
09012026 Shift A.xlsmCTRL MERCEDEZ GLS 580 C-PILLAR_3393,09/01/2026,CTRL MERCEDEZ GLS 580 C-PILLAR,07:40,7,,AS_330,Quality_Scanner,Welding_Failure,Spatter_Excess,Motor overheated
09012026 Shift A.xlsmCTRL MERCEDEZ GLS 580 C-PILLAR_3394,09/01/2026,CTRL MERCEDEZ GLS 580 C-PILLAR,07:51,,45,,,,,Preventive_Maintenance
09012026 Shift A.xlsmCTRL MERCEDEZ GLS 580 C-PILLAR_3395,09/01/2026,CTRL MERCEDEZ GLS 580 C-PILLAR,08:15,10,,BS_230,Quality_Scanner,Electrical_Failure,Cable_Loose,Robot path deviation detected
09012026 Shift A.xlsmCTRL MERCEDEZ GLS 580 C-PILLAR_3396,09/01/2026,CTRL MERCEDEZ GLS 580 C-PILLAR,08:34,,10,,,,,Preventive_Maintenance
09012026 Shift A.xlsmCTRL MERCEDEZ GLS 580 C-PILLAR_3397,09/01/2026,CTRL MERCEDEZ GLS 580 C-PILLAR,08:47,5,,WS_420,Riveting_Tool,Tooling_Failure,Tool_Broken,Quality scanner failed to read
09012026 Shift A.xlsmCTRL MERCEDEZ GLS 580 C-PILLAR_3398,09/01/2026,CTRL MERCEDEZ GLS 580 C-PILLAR,08:51,3,,MS_120,Quality_Scanner,Electrical_Failure,Short_Circuit,PLC reset performed
09012026 Shift A.xlsmCTRL MERCEDEZ GLS 580 C-PILLAR_3399,09/01/2026,CTRL MERCEDEZ GLS 580 C-PILLAR,09:18,5,,AS_320,CNC_Mill,Tooling_Failure,Tool_Broken,Emergency stop triggered
09012026 Shift A.xlsmCTRL MERCEDEZ GLS 580 C-PILLAR_3400,09/01/2026,CTRL MERCEDEZ GLS 580 C-PILLAR,09:30,2,,MS_120,Press_Machine,Material_Failure,Missing_Component,Operator called maintenance
09012026 Shift A.xlsmCTRL MERCEDEZ GLS 580 C-PILLAR_3401,09/01/2026,CTRL MERCEDEZ GLS 580 C-PILLAR,10:05,7,,WS_410,CNC_Mill,Electrical_Failure,Cable_Loose,Tool changeover took longer than expected
09012026 Shift A.xlsmCTRL MERCEDEZ GLS 580 C-PILLAR_3402,09/01/2026,CTRL MERCEDEZ GLS 580 C-PILLAR,10:44,20,,MS_110,Spot_Welder,Material_Failure,Wrong_Material,Emergency stop triggered
09012026 Shift A.xlsmCTRL MERCEDEZ GLS 580 C-PILLAR_3403,09/01/2026,CTRL MERCEDEZ GLS 580 C-PILLAR,10:45,10,,MS_130,Welding_Robot,Welding_Failure,Weld_Crack,Pneumatic valve replaced
09012026 Shift A.xlsmCTRL MERCEDEZ GLS 580 C-PILLAR_3404,09/01/2026,CTRL MERCEDEZ GLS 580 C-PILLAR,10:54,2,,MS_120,Fixture_Table,Quality_Failure,Visual_Defect,Wrong material loaded
09012026 Shift A.xlsmCTRL MERCEDEZ GLS 580 C-PILLAR_3405,09/01/2026,CTRL MERCEDEZ GLS 580 C-PILLAR,11:39,5,,WS_430,Gluing_Robot,Tooling_Failure,Tool_Broken,Pneumatic valve replaced
09012026 Shift A.xlsmCTRL MERCEDEZ GLS 580 C-PILLAR_3406,09/01/2026,CTRL MERCEDEZ GLS 580 C-PILLAR,11:46,2,,MS_120,Welding_Robot,Electrical_Failure,PLC_Error,Emergency stop triggered
09012026 Shift A.xlsmCTRL MERCEDEZ GLS 580 C-PILLAR_3407,09/01/2026,CTRL MERCEDEZ GLS 580 C-PILLAR,12:06,2,,AS_330,Fixture_Table,Electrical_Failure,PLC_Error,Coolant leak detected
09012026 Shift A.xlsmCTRL MERCEDEZ GLS 580 C-PILLAR_3408,09/01/2026,CTRL MERCEDEZ GLS 580 C-PILLAR,12:44,2,,WS_430,Conveyor_Belt,Tooling_Failure,Tool_Broken,Emergency stop triggered
09012026 Shift A.xlsmCTRL MERCEDEZ GLS 580 C-PILLAR_3409,09/01/2026,CTRL MERCEDEZ GLS 580 C-PILLAR,12:53,5,,WS_410,Riveting_Tool,Welding_Failure,Weld_Crack,Part stuck in fixture
09012026 Shift A.xlsmCTRL MERCEDEZ GLS 580 C-PILLAR_3410,09/01/2026,CTRL MERCEDEZ GLS 580 C-PILLAR,13:48,,10,,,,,Shift_Handover
09012026 Shift A.xlsmCTRL MERCEDEZ GLS 580 C-PILLAR_3411,09/01/2026,CTRL MERCEDEZ GLS 580 C-PILLAR,13:50,3,,MS_120,Hydraulic_Press,Quality_Failure,Dimension_Error,Welding wire feeder jammed
09012026 Shift B.xlsmA BMW M550i A-PILLAR_3412,09/01/2026,A BMW M550i A-PILLAR,14:06,7,,BS_220,Spot_Welder,Welding_Failure,Spatter_Excess,Wrong material loaded
09012026 Shift B.xlsmA BMW M550i A-PILLAR_3413,09/01/2026,A BMW M550i A-PILLAR,14:12,10,,BS_220,Press_Machine,Mechanical_Failure,Bearing_Worn,Emergency stop triggered
09012026 Shift B.xlsmA BMW M550i A-PILLAR_3414,09/01/2026,A BMW M550i A-PILLAR,14:19,3,,WS_410,Press_Machine,Electrical_Failure,PLC_Error,Cooling fan failure
09012026 Shift B.xlsmA BMW M550i A-PILLAR_3415,09/01/2026,A BMW M550i A-PILLAR,14:29,10,,BS_210,Conveyor_Belt,Material_Failure,Wrong_Part,Cooling fan failure
09012026 Shift B.xlsmA BMW M550i A-PILLAR_3416,09/01/2026,A BMW M550i A-PILLAR,14:46,3,,AS_310,Fixture_Table,Quality_Failure,Visual_Defect,PLC reset performed
09012026 Shift B.xlsmA BMW M550i A-PILLAR_3417,09/01/2026,A BMW M550i A-PILLAR,15:00,2,,AS_330,Spot_Welder,Material_Failure,Wrong_Part,Pneumatic valve replaced
09012026 Shift B.xlsmA BMW M550i A-PILLAR_3418,09/01/2026,A BMW M550i A-PILLAR,15:16,3,,WS_430,CNC_Mill,Electrical_Failure,Sensor_Down,Robot path deviation detected
09012026 Shift B.xlsmA BMW M550i A-PILLAR_3419,09/01/2026,A BMW M550i A-PILLAR,15:47,20,,AS_320,Riveting_Tool,Material_Failure,Wrong_Material,Air pressure dropped below threshold
09012026 Shift B.xlsmA BMW M550i A-PILLAR_3420,09/01/2026,A BMW M550i A-PILLAR,15:48,2,,MS_130,CNC_Mill,Electrical_Failure,Cable_Loose,Conveyor belt misaligned
09012026 Shift B.xlsmA BMW M550i A-PILLAR_3421,09/01/2026,A BMW M550i A-PILLAR,16:12,20,,BS_210,Hydraulic_Press,Electrical_Failure,PLC_Error,Cable replaced
09012026 Shift B.xlsmA BMW M550i A-PILLAR_3422,09/01/2026,A BMW M550i A-PILLAR,16:20,5,,BS_210,Spot_Welder,Welding_Failure,Weld_Crack,Air pressure dropped below threshold
09012026 Shift B.xlsmA BMW M550i A-PILLAR_3423,09/01/2026,A BMW M550i A-PILLAR,16:54,,15,,,,,Team_Meeting
09012026 Shift B.xlsmA BMW M550i A-PILLAR_3424,09/01/2026,A BMW M550i A-PILLAR,16:54,15,,AS_330,Fixture_Table,Tooling_Failure,Tool_Broken,Emergency stop triggered
09012026 Shift B.xlsmA BMW M550i A-PILLAR_3425,09/01/2026,A BMW M550i A-PILLAR,16:54,5,,WS_420,Fixture_Table,Mechanical_Failure,Motor_Failure,Replaced worn bearing
09012026 Shift B.xlsmA BMW M550i A-PILLAR_3426,09/01/2026,A BMW M550i A-PILLAR,17:14,2,,AS_310,Quality_Scanner,Material_Failure,Wrong_Material,Fixture clamp not closing
09012026 Shift B.xlsmA BMW M550i A-PILLAR_3427,09/01/2026,A BMW M550i A-PILLAR,17:16,10,,BS_210,Riveting_Tool,Tooling_Failure,Misalignment,Welding wire feeder jammed
09012026 Shift B.xlsmA BMW M550i A-PILLAR_3428,09/01/2026,A BMW M550i A-PILLAR,17:45,5,,WS_430,Riveting_Tool,Mechanical_Failure,Bearing_Worn,Robot path deviation detected
09012026 Shift B.xlsmA BMW M550i A-PILLAR_3429,09/01/2026,A BMW M550i A-PILLAR,18:01,7,,WS_420,Fixture_Table,Quality_Failure,Dimension_Error,Replaced worn bearing
09012026 Shift B.xlsmA BMW M550i A-PILLAR_3430,09/01/2026,A BMW M550i A-PILLAR,18:18,,15,,,,,Tool_Change
09012026 Shift B.xlsmA BMW M550i A-PILLAR_3431,09/01/2026,A BMW M550i A-PILLAR,18:20,,10,,,,,Shift_Handover
09012026 Shift B.xlsmA BMW M550i A-PILLAR_3432,09/01/2026,A BMW M550i A-PILLAR,18:27,3,,WS_420,Fixture_Table,Tooling_Failure,Tool_Broken,Motor overheated
09012026 Shift B.xlsmA BMW M550i A-PILLAR_3433,09/01/2026,A BMW M550i A-PILLAR,18:59,20,,MS_110,Press_Machine,Material_Failure,Wrong_Part,Fixture clamp not closing
09012026 Shift B.xlsmA BMW M550i A-PILLAR_3434,09/01/2026,A BMW M550i A-PILLAR,19:23,,20,,,,,Tool_Change
09012026 Shift B.xlsmA BMW M550i A-PILLAR_3435,09/01/2026,A BMW M550i A-PILLAR,19:25,2,,AS_320,Riveting_Tool,Material_Failure,Wrong_Part,Replaced worn bearing
09012026 Shift B.xlsmA BMW M550i A-PILLAR_3436,09/01/2026,A BMW M550i A-PILLAR,19:33,2,,MS_130,Welding_Robot,Tooling_Failure,Misalignment,Pneumatic valve replaced
09012026 Shift B.xlsmA BMW M550i A-PILLAR_3437,09/01/2026,A BMW M550i A-PILLAR,20:18,5,,WS_420,CNC_Mill,Material_Failure,Bent_Part,Robot stopped responding to commands
09012026 Shift B.xlsmA BMW M550i A-PILLAR_3438,09/01/2026,A BMW M550i A-PILLAR,20:35,3,,AS_310,Spot_Welder,Welding_Failure,Cold_Weld,Sensor needs calibration
09012026 Shift B.xlsmA BMW M550i A-PILLAR_3439,09/01/2026,A BMW M550i A-PILLAR,20:52,7,,MS_130,Welding_Robot,Mechanical_Failure,Pneumatic_Leak,Wrong material loaded
09012026 Shift B.xlsmA BMW M550i A-PILLAR_3440,09/01/2026,A BMW M550i A-PILLAR,20:54,,10,,,,,Lunch
09012026 Shift B.xlsmA BMW M550i A-PILLAR_3441,09/01/2026,A BMW M550i A-PILLAR,21:01,3,,BS_220,Fixture_Table,Quality_Failure,Dimension_Error,Part stuck in fixture
09012026 Shift B.xlsmA BMW M550i A-PILLAR_3442,09/01/2026,A BMW M550i A-PILLAR,21:24,5,,MS_120,Quality_Scanner,Tooling_Failure,Misalignment,Quality scanner failed to read
09012026 Shift B.xlsmA BMW M550i A-PILLAR_3443,09/01/2026,A BMW M550i A-PILLAR,21:30,5,,MS_120,Gluing_Robot,Welding_Failure,Cold_Weld,Spatter buildup on torch
09012026 Shift B.xlsmA BMW M550i A-PILLAR_3444,09/01/2026,A BMW M550i A-PILLAR,21:41,,30,,,,,Tool_Change
09012026 Shift B.xlsmA BMW M550i A-PILLAR_3445,09/01/2026,A BMW M550i A-PILLAR,21:44,5,,BS_230,Conveyor_Belt,Quality_Failure,Out_Of_Spec,Operator called maintenance
09012026 Shift B.xlsmA BMW M550i A-PILLAR_3446,09/01/2026,A BMW M550i A-PILLAR,21:55,10,,AS_330,Riveting_Tool,Material_Failure,Missing_Component,Cable replaced
09012026 Shift B.xlsmCTRL BMW M550i B-PILLAR_3447,09/01/2026,CTRL BMW M550i B-PILLAR,14:01,,15,,,,,Team_Meeting
09012026 Shift B.xlsmCTRL BMW M550i B-PILLAR_3448,09/01/2026,CTRL BMW M550i B-PILLAR,14:08,5,,MS_110,Gluing_Robot,Mechanical_Failure,Motor_Failure,Trainee made the wrong fix
09012026 Shift B.xlsmCTRL BMW M550i B-PILLAR_3449,09/01/2026,CTRL BMW M550i B-PILLAR,14:12,,15,,,,,Lunch
09012026 Shift B.xlsmCTRL BMW M550i B-PILLAR_3450,09/01/2026,CTRL BMW M550i B-PILLAR,14:20,2,,BS_210,Quality_Scanner,Material_Failure,Wrong_Material,Software reboot required
09012026 Shift B.xlsmCTRL BMW M550i B-PILLAR_3451,09/01/2026,CTRL BMW M550i B-PILLAR,14:25,10,,MS_120,Riveting_Tool,Material_Failure,Bent_Part,Conveyor belt misaligned
09012026 Shift B.xlsmCTRL BMW M550i B-PILLAR_3452,09/01/2026,CTRL BMW M550i B-PILLAR,14:31,2,,WS_420,Fixture_Table,Electrical_Failure,Short_Circuit,Sensor needs calibration
09012026 Shift B.xlsmCTRL BMW M550i B-PILLAR_3453,09/01/2026,CTRL BMW M550i B-PILLAR,14:38,3,,AS_330,Spot_Welder,Welding_Failure,Weld_Crack,Motor overheated
09012026 Shift B.xlsmCTRL BMW M550i B-PILLAR_3454,09/01/2026,CTRL BMW M550i B-PILLAR,14:38,2,,WS_420,Gluing_Robot,Welding_Failure,Spatter_Excess,Sensor needs calibration
09012026 Shift B.xlsmCTRL BMW M550i B-PILLAR_3455,09/01/2026,CTRL BMW M550i B-PILLAR,14:40,3,,MS_110,Conveyor_Belt,Mechanical_Failure,Motor_Failure,Spatter buildup on torch
09012026 Shift B.xlsmCTRL BMW M550i B-PILLAR_3456,09/01/2026,CTRL BMW M550i B-PILLAR,15:12,10,,MS_130,Fixture_Table,Material_Failure,Bent_Part,Coolant leak detected
09012026 Shift B.xlsmCTRL BMW M550i B-PILLAR_3457,09/01/2026,CTRL BMW M550i B-PILLAR,15:17,,15,,,,,Lunch
09012026 Shift B.xlsmCTRL BMW M550i B-PILLAR_3458,09/01/2026,CTRL BMW M550i B-PILLAR,15:21,3,,MS_110,Press_Machine,Quality_Failure,Out_Of_Spec,Conveyor belt misaligned
09012026 Shift B.xlsmCTRL BMW M550i B-PILLAR_3459,09/01/2026,CTRL BMW M550i B-PILLAR,15:38,,15,,,,,Preventive_Maintenance
09012026 Shift B.xlsmCTRL BMW M550i B-PILLAR_3460,09/01/2026,CTRL BMW M550i B-PILLAR,16:02,10,,BS_210,Quality_Scanner,Electrical_Failure,Cable_Loose,Robot stopped responding to commands
09012026 Shift B.xlsmCTRL BMW M550i B-PILLAR_3461,09/01/2026,CTRL BMW M550i B-PILLAR,16:35,2,,AS_330,Conveyor_Belt,Quality_Failure,Out_Of_Spec,Wrong material loaded
09012026 Shift B.xlsmCTRL BMW M550i B-PILLAR_3462,09/01/2026,CTRL BMW M550i B-PILLAR,16:43,5,,WS_430,Hydraulic_Press,Tooling_Failure,Tool_Broken,Conveyor belt misaligned
09012026 Shift B.xlsmCTRL BMW M550i B-PILLAR_3463,09/01/2026,CTRL BMW M550i B-PILLAR,16:53,45,,AS_320,Conveyor_Belt,Electrical_Failure,PLC_Error,Cable replaced
09012026 Shift B.xlsmCTRL BMW M550i B-PILLAR_3464,09/01/2026,CTRL BMW M550i B-PILLAR,16:56,10,,AS_310,CNC_Mill,Quality_Failure,Visual_Defect,Motor overheated
